지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
제주,2019-10-01,23.5,31.1,33.8,94.7,5.2,1.2,188.6,0.0
제주,2019-11-01,21.5,32.4,37.3,85.2,4.6,1.3,27.5,0.0
제주,2019-12-01,19.3,32.8,38.0,78.1,4.4,1.3,48.2,0.0
제주,2020-01-01,17.1,33.1,39.1,90.4,4.4,1.2,116.7,0.0
제주,2020-02-01,16.4,33.3,35.4,0.9,5.8,1.6,29.8,0.0
제주,2020-03-01,16.1,33.1,38.7,85.6,4.7,1.6,81.6,0.0
제주,2020-04-01,16.4,33.2,34.9,70.7,4.4,1.9,82.3,0.0
제주,2020-05-01,17.0,32.5,37.7,66.8,4.8,1.5,20.6,0.0
제주,2020-06-01,19.2,31.4,30.7,57.7,4.8,1.4,221.5,0.0
제주,2020-07-01,20.3,30.6,33.8,0.4,6.3,1.4,184.7,0.0
제주,2020-08-01,24.9,29.2,36.6,69.8,4.7,1.4,140.4,0.0
제주,2020-09-01,24.1,28.9,34.2,0.7,6.6,1.0,400.5,0.0
제주,2020-10-01,22.1,31.3,32.8,0.8,5.6,0.9,53.7,0.0
제주,2020-11-01,21.0,32.7,28.5,92.1,4.5,1.1,28.2,0.0
제주,2020-12-01,18.6,33.2,23.4,95.2,4.6,1.2,29.5,2.1
제주,2021-01-01,16.7,33.5,22.5,143.8,5.5,1.7,116.6,9.2
제주,2021-02-01,15.9,33.5,23.4,137.4,5.3,2.0,52.8,1.8
제주,2021-03-01,16.1,33.4,25.7,105.8,5.1,1.4,81.1,0.0
제주,2021-04-01,16.8,33.2,24.3,111.9,5.1,1.5,58.8,0.0
제주,2021-05-01,17.9,33.2,26.4,72.7,4.5,1.7,100.7,0.0
제주,2021-06-01,20.9,31.8,21.7,61.8,4.7,1.2,122.4,0.0
제주,2021-07-01,24.4,29.7,28.6,79.4,4.9,1.6,247.1,0.0
제주,2021-08-01,25.7,29.5,37.5,71.8,5.0,1.3,227.8,0.0
제주,2021-09-01,24.6,28.3,35.0,123.8,5.3,1.3,493.1,0.0
제주,2021-10-01,24.7,31.6,29.3,89.8,5.0,1.0,32.1,0.0
제주,2021-11-01,20.8,32.8,33.1,112.9,5.0,1.6,63.8,0.0
제주,2021-12-01,18.9,33.2,29.0,123.2,5.2,1.6,31.4,4.4
제주,2022-01-01,16.9,33.4,31.3,0.3,3.5,1.3,33.6,0.4
제주,2022-02-01,15.5,33.4,31.0,0.6,4.8,1.6,25.1,0.3
제주,2022-03-01,15.4,33.3,30.9,96.2,5.0,1.5,96.1,0.0
제주,2022-04-01,17.3,33.6,29.8,64.0,4.6,1.3,84.0,0.0
제주,2022-05-01,19.0,33.8,29.4,43.7,4.0,1.4,9.1,0.0
제주,2022-06-01,20.4,32.3,36.9,82.3,4.9,1.4,143.6,0.0
제주,2022-07-01,24.9,29.6,39.0,66.4,4.8,1.4,149.0,0.0
제주,2022-08-01,26.6,28.8,43.7,77.0,4.6,1.9,124.3,0.0
제주,2022-09-01,25.6,30.6,35.7,133.0,5.7,1.3,265.8,0.0
제주,2022-10-01,23.6,31.8,35.9,112.6,5.2,1.3,22.1,0.0
제주,2022-11-01,22.0,32.5,34.9,86.9,4.7,1.1,87.8,0.0
제주,2022-12-01,19.3,32.7,28.9,131.0,5.1,1.5,35.3,2.7
제주,2023-01-01,17.2,32.9,30.5,115.0,5.0,1.5,42.1,3.7
제주,2023-02-01,16.4,32.9,31.7,101.8,4.9,1.3,89.6,0.0
제주,2023-03-01,16.7,33.1,36.9,75.6,4.6,1.3,49.6,0.0
제주,2023-04-01,17.7,32.9,29.5,126.4,5.4,1.8,62.1,0.0
제주,2023-05-01,18.3,27.7,28.5,62.0,4.4,1.4,269.3,0.0
제주,2023-06-01,20.8,31.2,33.4,55.3,4.6,1.4,213.0,0.0
제주,2023-07-01,22.7,29.4,37.8,64.8,4.8,1.3,273.2,0.0
제주,2023-08-01,27.3,29.2,34.0,74.0,5.2,1.4,182.5,0.0
제주,2023-09-01,26.6,30.0,33.6,73.2,4.9,1.1,84.5,0.0
제주,2023-10-01,24.2,31.9,29.2,75.8,4.7,1.3,36.0,0.0
제주,2023-11-01,22.2,32.4,32.7,109.3,5.1,1.7,69.1,0.0
제주,2023-12-01,19.1,32.7,27.0,119.3,5.3,1.7,73.9,12.2
제주,2024-01-01,17.4,33.2,28.1,126.8,5.1,1.6,93.4,3.7
제주,2024-02-01,16.3,33.0,28.7,1.0,5.9,1.4,205.4,0.0
제주,2024-03-01,16.1,33.0,30.6,108.2,5.1,1.6,98.1,0.0
제주,2024-04-01,17.1,32.8,28.8,76.2,4.8,1.1,80.2,0.0
제주,2024-05-01,18.6,32.2,22.4,75.0,4.9,1.6,42.9,0.0
제주,2024-06-01,21.0,30.7,26.6,50.8,4.4,1.3,271.8,0.0
제주,2024-07-01,22.9,28.3,38.6,73.0,4.9,1.6,156.0,0.0
제주,2024-08-01,27.9,27.0,38.4,69.5,5.1,1.2,47.0,0.0
제주,2024-09-01,27.9,28.6,29.0,90.6,5.3,1.3,126.2,0.0
제주,2024-10-01,25.6,32.1,26.4,125.4,5.4,1.2,135.2,0.0
제주,2024-11-01,22.8,32.2,26.0,136.3,5.4,1.3,335.7,0.0
제주,2024-12-01,19.0,32.9,22.2,116.1,4.9,1.7,5.8,0.0
제주,2025-01-01,16.7,33.2,22.9,116.0,5.0,1.6,25.4,0.8
제주,2025-02-01,15.3,32.9,25.3,131.8,5.1,1.8,61.4,2.8
제주,2025-03-01,14.9,32.9,27.1,126.2,5.1,6.1,82.5,0.0
제주,2025-04-01,15.9,33.0,24.2,0.4,4.6,5.0,23.9,0.0
제주,2025-05-01,16.8,32.5,22.3,0.4,4.7,1.6,81.8,0.0
제주,2025-06-01,19.4,31.7,28.5,45.8,4.3,1.5,85.1,0.0
제주,2025-07-01,24.4,30.5,33.4,76.2,4.9,1.5,141.9,0.0
