지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전북,2022-06-01,21.9,30.1,39.5,0.5,4.1,3.3,172.8,0
전북,2022-07-01,26.3,28.9,36.3,0.5,5.7,3.2,126.1,0
전북,2022-08-01,27.4,26.8,39.1,0.7,5.7,3.5,276.7,0
전북,2022-09-01,23.2,27.8,42.3,0.7,6.0,3.6,85.9,0
전북,2022-10-01,19.0,28.5,40.7,0.9,5.4,4.0,37.6,0
전북,2022-11-01,14.9,29.6,31.4,0.7,5.2,3.1,63.7,0
전북,2022-12-01,7.4,29.2,32.5,1.4,5.6,3.8,57.0,0
전북,2023-01-01,4.4,29.5,38.0,1.2,5.1,3.7,35.4,0
전북,2023-02-01,4.4,29.1,42.7,0.8,6.5,3.2,4.8,0
전북,2023-03-01,7.9,29.5,38.0,0.7,6.1,3.5,19.8,0
전북,2023-04-01,12.2,29.5,35.9,0.5,6.2,3.1,48.6,0
전북,2023-05-01,16.7,28.8,35.1,0.4,5.4,3.1,236.7,0
전북,2023-06-01,21.4,28.8,35.0,0.4,6.2,3.4,247.2,0
전북,2023-07-01,23.5,22.8,37.1,0.5,6.7,2.8,647.2,0
전북,2023-08-01,25.0,25.3,37.7,0.4,5.8,3.0,168.5,0
전북,2023-09-01,24.7,26.5,36.7,0.4,5.4,3.0,191.2,0
전북,2023-10-01,20.6,27.6,34.2,0.7,4.8,3.7,13.3,0
전북,2023-11-01,14.6,28.5,34.7,1.2,5.6,5.2,104.7,0
전북,2023-12-01,8.5,28.0,30.6,1.4,5.5,4.0,136.2,0
전북,2024-01-01,5.4,28.2,30.2,1.2,5.2,4.3,54.7,0
전북,2024-02-01,5.9,28.4,34.1,0.8,5.4,3.9,130.9,0
전북,2024-03-01,7.8,28.0,33.7,0.8,5.3,4.4,75.2,0
전북,2024-04-01,12.2,28.2,33.1,0.3,5.5,2.5,56.6,0
전북,2024-05-01,16.9,28.4,34.7,0.5,5.4,3.8,88.3,0
전북,2024-06-01,21.3,29.0,34.4,0.4,4.1,3.0,77.7,0
전북,2024-07-01,24.3,25.8,31.0,0.6,5.2,3.4,325.5,0
전북,2024-08-01,28.6,29.0,34.7,0.4,3.8,3.2,37.2,0
전북,2024-09-01,28.2,29.0,32.7,0.4,4.3,3.1,165.1,0
전북,2024-10-01,22.0,28.0,30.7,0.6,4.2,3.9,71.6,0
전북,2024-11-01,16.2,29.1,33.1,1.1,4.9,4.5,50.4,0
전북,2024-12-01,8.7,29.6,31.9,1.3,5.5,4.6,35.0,0
전북,2025-01-01,5.3,29.7,34.7,1.1,5.1,4.1,44.8,0
전북,2025-02-01,3.9,29.5,35.9,1.3,5.4,5.4,35.6,0
전북,2025-03-01,6.8,29.3,37.5,0.8,4.8,5.9,43.0,0
전북,2025-04-01,11.5,29.3,35.0,0.6,4.2,5.0,62.6,0
전북,2025-05-01,15.7,29.5,31.3,0.5,4.0,3.4,82.9,0
전북,2025-06-01,20.6,28.3,29.7,0.4,3.9,3.0,317.6,0
전북,2025-07-01,24.4,27.6,28.2,0.4,5.4,3.0,209.0,0
